"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","stimulus","key_press","url","responses","question_order","value","view_history","trialType","color","tgtPosition","orientation","correct","rewardType","reward","colorPosition"
"true","fullscreen","0","8134","0.0-0.0-0.0","u8jegzjwaq","red","","","","","","","","","","","","","","","",""
"","html-keyboard-response","1","13375","0.0-0.0-1.0","u8jegzjwaq","red","5241.005000076257","<div style= ""font-size:20px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:red; font-size:25px;""> Please do NOT exit full screen until you are done with the experiment. </p><p style=""color:red;""> The experiment will be canceled and your data will be lost if you try to go back or refresh the page at any time during the experiment.</p><p style=""color:red;""> Please rely on your memory and do NOT write anything down throughout the experiment. </p><br><p style=""color:black;"">Press any key to continue.</p> </span>","13","","","","","","","","","","","","",""
"","external-html","2","16350","0.0-0.0-2.0","u8jegzjwaq","red","2927.0249999826774","","","http://labs.psychology.illinois.edu/~jy57/memory_capture/supportFiles/Consent.html","","","","","","","","","","","",""
"","survey-text","3","21749","0.0-0.0-3.0","u8jegzjwaq","red","5395.830000052229","","","","{""Q0"":""20"",""Q1"":""1""}","","","","","","","","","","",""
"","survey-multi-select","4","23556","0.0-0.0-4.0","u8jegzjwaq","red","1805.0150000490248","","","","{""Q0"":[""White""]}","[0]","","","","","","","","","",""
"","survey-multi-choice","5","33236","0.0-0.0-5.0","u8jegzjwaq","red","9678.824999951757","","","","{""Q0"":""Male"",""Q1"":""No"",""Q2"":""Somewhat better than average""}","[0,1,2]","","","","","","","","","",""
"","call-function","6","33237","0.0-0.0-6.0","u8jegzjwaq","red","","","","","","","","","","","","","","","",""
"","instructions","7","228092","0.0-1.0-0.0","u8jegzjwaq","red","194854.84000004362","","","","","","","[{""page_index"":0,""viewing_time"":147126.76500005182},{""page_index"":1,""viewing_time"":6778.174999984913},{""page_index"":0,""viewing_time"":409.2050000326708},{""page_index"":1,""viewing_time"":254.9749999307096},{""page_index"":2,""viewing_time"":337.87500008475035},{""page_index"":1,""viewing_time"":309.1499999864027},{""page_index"":2,""viewing_time"":317.81999999657273},{""page_index"":1,""viewing_time"":913.6850000359118},{""page_index"":2,""viewing_time"":370.57499994989485},{""page_index"":3,""viewing_time"":1679.950000019744},{""page_index"":2,""viewing_time"":207.18499994836748},{""page_index"":1,""viewing_time"":1123.8499999744818},{""page_index"":2,""viewing_time"":418.100000009872},{""page_index"":3,""viewing_time"":6167.4150000326335},{""page_index"":4,""viewing_time"":843.639999977313},{""page_index"":3,""viewing_time"":276.0100000305101},{""page_index"":4,""viewing_time"":1050.9849999798462},{""page_index"":3,""viewing_time"":352.79500007163733},{""page_index"":4,""viewing_time"":292.8649999666959},{""page_index"":3,""viewing_time"":247.98500002361834},{""page_index"":4,""viewing_time"":464.16500001214445},{""page_index"":5,""viewing_time"":2414.9949999991804},{""page_index"":4,""viewing_time"":154.66499992180616},{""page_index"":3,""viewing_time"":105.37500004284084},{""page_index"":2,""viewing_time"":360.0200000219047},{""page_index"":3,""viewing_time"":1146.9799999613315},{""page_index"":4,""viewing_time"":394.9850000208244},{""page_index"":5,""viewing_time"":2581.579999998212},{""page_index"":6,""viewing_time"":1714.490000042133},{""page_index"":7,""viewing_time"":16038.399999961257}]","","","","","","","",""
"","html-keyboard-response","8","230093","0.0-1.0-1.0-0.0","u8jegzjwaq","red","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>&nbsp</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","9","231094","0.0-1.0-1.0-1.0","u8jegzjwaq","red","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>3</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","10","232095","0.0-1.0-1.0-2.0","u8jegzjwaq","red","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>2</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","11","233096","0.0-1.0-1.0-3.0","u8jegzjwaq","red","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>1</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","12","233791","0.0-1.0-2.0-0.0","u8jegzjwaq","red","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","","",""
"","html-keyboard-response","13","234713","0.0-1.0-2.0-1.0","u8jegzjwaq","red","920.3849999466911","<svg viewBox=""0 0 100 100"" ><text font-size=""10%"" text-anchor=""middle""  x=""50"" y=""98"">Press Z for horizontal or M for vertical</text><circle cx=""50"" cy=""50"" r=""10"" fill=""none"" transform=""translate( 26  15)"" stroke=""magenta"" /><circle cx=""50"" cy=""50"" r=""10"" fill=""none"" transform=""translate(  0  30)"" stroke=""blueviolet"" /><circle cx=""50"" cy=""50"" r=""10"" fill=""none"" transform=""translate(-26  15)"" stroke=""red"" /><circle cx=""50"" cy=""50"" r=""10"" fill=""none"" transform=""translate(-26 -15)"" stroke=""cyan"" /><circle cx=""50"" cy=""50"" r=""10"" fill=""none"" transform=""translate(  0 -30)"" stroke=""black"" /><circle cx=""50"" cy=""50"" r=""10"" fill=""none"" transform=""translate( 26 -15)"" stroke=""gold"" /><path d=""M 50 57 L 50 43"" stroke=""black"" transform=""translate( 26  15) rotate(-45 50 50)""/><path d=""M 50 57 L 50 43"" stroke=""black"" transform=""translate(  0  30) rotate(45 50 50)""/><path d=""M 50 57 L 50 43"" stroke=""black"" transform=""translate(-26  15) rotate(90 50 50)""/><path d=""M 50 57 L 50 43"" stroke=""black"" transform=""translate(-26 -15) rotate(45 50 50)""/><path d=""M 50 57 L 50 43"" stroke=""black"" transform=""translate(  0 -30) rotate(-45 50 50)""/><path d=""M 50 57 L 50 43"" stroke=""black"" transform=""translate( 26 -15) rotate(-45 50 50)""/><path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/></svg>","77","","","","","","VDACtraining","red","2","horizontal","false","","",""
"","html-keyboard-response","14","237214","0.0-1.0-2.0-2.0","u8jegzjwaq","red","null","<p style=""font-size:300%;"">Miss.</p> <p style=""font-size:300%;"">Wrong response.</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","15","238910","0.0-1.0-2.0-0.1","u8jegzjwaq","red","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","","",""
