"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","stimulus","key_press","url","responses","question_order","value","view_history","trialType","color","tgtPosition","orientation","correct","rewardType","reward","colorPosition"
"true","fullscreen","0","3831","0.0-0.0-0.0","vv89j7ugm9","red","","","","","","","","","","","","","","","",""
"","html-keyboard-response","1","5864","0.0-0.0-1.0","vv89j7ugm9","red","2030","<div style= ""font-size:20px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:red; font-size:25px;""> Please do NOT exit full screen until you are done with the experiment. </p><p style=""color:red;""> The experiment will be canceled and your data will be lost if you try to go back or refresh the page at any time during the experiment.</p><p style=""color:red;""> Please rely on your memory and do NOT write anything down throughout the experiment. </p><br><p style=""color:black;"">Press any key to continue.</p> </span>","32","","","","","","","","","","","","",""
"","external-html","2","9099","0.0-0.0-2.0","vv89j7ugm9","red","3183","","","http://labs.psychology.illinois.edu/~jy57/memory_capture/supportFiles/Consent.html","","","","","","","","","","","",""
"","survey-text","3","14545","0.0-0.0-3.0","vv89j7ugm9","red","5416.999999999998","","","","{""Q0"":""20"",""Q1"":""0""}","","","","","","","","","","",""
"","survey-multi-select","4","18476","0.0-0.0-4.0","vv89j7ugm9","red","3927","","","","{""Q0"":[""Asian""]}","[0]","","","","","","","","","",""
"","survey-multi-choice","5","26574","0.0-0.0-5.0","vv89j7ugm9","red","8094.999999999996","","","","{""Q0"":""Male"",""Q1"":""No"",""Q2"":""Much better than average""}","[0,1,2]","","","","","","","","","",""
"","call-function","6","26576","0.0-0.0-6.0","vv89j7ugm9","red","","","","","","","","","","","","","","","",""
"","instructions","7","109556","0.0-1.0-0.0","vv89j7ugm9","red","82981","","","","","","","[{""page_index"":0,""viewing_time"":25132},{""page_index"":1,""viewing_time"":12821.000000000007},{""page_index"":2,""viewing_time"":5247.999999999993},{""page_index"":3,""viewing_time"":5968},{""page_index"":4,""viewing_time"":2669},{""page_index"":5,""viewing_time"":15168},{""page_index"":6,""viewing_time"":1209.0000000000146},{""page_index"":7,""viewing_time"":14765}]","","","","","","","",""
"","html-keyboard-response","8","111559","0.0-1.0-1.0-0.0","vv89j7ugm9","red","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>&nbsp</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","9","112561","0.0-1.0-1.0-1.0","vv89j7ugm9","red","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>3</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","10","113563","0.0-1.0-1.0-2.0","vv89j7ugm9","red","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>2</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","11","114566","0.0-1.0-1.0-3.0","vv89j7ugm9","red","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>1</p>","null","","","","","","","","","","","","",""
