"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","stimulus","key_press","url","responses","question_order","value","view_history","trialType","color","tgtPosition","orientation","correct","rewardType","reward","colorPosition"
"true","fullscreen","0","2761","0.0-0.0-0.0","3bc2h6bmv3","green","","","","","","","","","","","","","","","",""
"","html-keyboard-response","1","5080","0.0-0.0-1.0","3bc2h6bmv3","green","2317","<div style= ""font-size:20px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:red; font-size:25px;""> Please do NOT exit full screen until you are done with the experiment. </p><p style=""color:red;""> The experiment will be canceled and your data will be lost if you try to go back or refresh the page at any time during the experiment.</p><p style=""color:red;""> Please rely on your memory and do NOT write anything down throughout the experiment. </p><br><p style=""color:black;"">Press any key to continue.</p> </span>","39","","","","","","","","","","","","",""
"","external-html","2","9490","0.0-0.0-2.0","3bc2h6bmv3","green","4368","","","http://labs.psychology.illinois.edu/~jy57/memory_capture/supportFiles/Consent.html","","","","","","","","","","","",""
"","survey-text","3","15505","0.0-0.0-3.0","3bc2h6bmv3","green","5989.000000000002","","","","{""Q0"":""19"",""Q1"":""1""}","","","","","","","","","","",""
"","survey-multi-select","4","19240","0.0-0.0-4.0","3bc2h6bmv3","green","3719","","","","{""Q0"":[""White""]}","[0]","","","","","","","","","",""
"","survey-multi-choice","5","42281","0.0-0.0-5.0","3bc2h6bmv3","green","23028","","","","{""Q0"":""Female"",""Q1"":""No"",""Q2"":""Somewhat worse than average""}","[0,1,2]","","","","","","","","","",""
"","call-function","6","42286","0.0-0.0-6.0","3bc2h6bmv3","green","","","","","","","","","","","","","","","",""
"","instructions","7","180417","0.0-1.0-0.0","3bc2h6bmv3","green","138132","","","","","","","[{""page_index"":0,""viewing_time"":120772.00000000003},{""page_index"":1,""viewing_time"":4850.999999999971},{""page_index"":2,""viewing_time"":1626},{""page_index"":3,""viewing_time"":3427},{""page_index"":4,""viewing_time"":2485},{""page_index"":5,""viewing_time"":1495},{""page_index"":6,""viewing_time"":1794},{""page_index"":7,""viewing_time"":1682}]","","","","","","","",""
"","html-keyboard-response","8","182420","0.0-1.0-1.0-0.0","3bc2h6bmv3","green","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>&nbsp</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","9","183423","0.0-1.0-1.0-1.0","3bc2h6bmv3","green","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>3</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","10","184424","0.0-1.0-1.0-2.0","3bc2h6bmv3","green","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>2</p>","null","","","","","","","","","","","","",""
"","html-keyboard-response","11","185426","0.0-1.0-1.0-3.0","3bc2h6bmv3","green","null","<p>Place your fingers on the <b>Z</b> and <b>M</b> keys. The experiment will begin shortly.</p><p>1</p>","null","","","","","","","","","","","","",""
