subID,trialType,trialNum,cntBalance,correct,rt,rwdType,tgtCol,tgtDir,tgtPos,colPos,colMatch
x09,VDACtest,94,r,TRUE,450.4,2,r,v,4,,
x09,VDACtest,95,r,TRUE,552.3,1,g,v,1,,
x09,VDACtest,96,r,TRUE,427.4,1,g,h,2,,
x09,VDACtest,97,r,TRUE,568,2,r,h,3,,
x09,VDACtest,98,r,TRUE,564.9,2,r,v,3,,
x09,VDACtest,99,r,TRUE,618.3,2,r,h,5,,
x09,VDACtest,100,r,TRUE,578.1,2,r,v,3,,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk
x09,VDACtest,101,r,TRUE,473.9,2,r,h,2,,
x09,VDACtest,102,r,TRUE,448.5,2,r,h,3,,
x09,VDACtest,103,r,TRUE,425.7,2,r,v,2,,
x09,VDACtest,104,r,TRUE,609.4,1,g,v,0,,
x09,VDACtest,105,r,TRUE,343.8,1,g,v,5,,
x09,VDACtest,106,r,TRUE,393.2,2,r,h,5,,
x09,VDACtest,107,r,TRUE,548,1,g,h,4,,
x09,VDACtest,108,r,TRUE,312.6,1,g,v,5,,
x09,VDACtest,109,r,TRUE,512.3,1,g,v,4,,
x09,VDACtest,110,r,FALSE,410.4,2,r,v,1,,
x09,VDACtest,111,r,TRUE,432.5,1,g,v,4,,
x09,VDACtest,112,r,TRUE,466.8,1,g,h,2,,
x09,VDACtest,113,r,TRUE,626.2,2,r,h,4,,
x09,VDACtest,114,r,FALSE,402.8,2,r,h,5,,
x09,VDACtest,115,r,TRUE,418.6,1,g,h,3,,
x09,VDACtest,116,r,TRUE,424.6,2,r,h,2,,
x09,VDACtest,117,r,TRUE,577.2,1,g,v,1,,
x09,VDACtest,118,r,TRUE,497,1,g,v,1,,
x09,VDACtest,119,r,FALSE,506,2,r,v,4,,
x09,VDACtest,120,r,TRUE,443.3,2,r,v,5,,
x09,VDACtest,121,r,TRUE,488.9,2,r,v,1,,
x09,VDACtest,122,r,TRUE,690,2,r,h,4,,
x09,VDACtest,123,r,FALSE,513.6,1,g,v,3,,
x09,VDACtest,124,r,TRUE,466.4,2,r,h,3,,
x09,VDACtest,125,r,TRUE,592.4,2,r,v,5,,
x09,VDACtest,126,r,TRUE,546,2,r,h,0,,
x09,VDACtest,127,r,TRUE,738.2,1,g,h,2,,
x09,VDACtest,128,r,TRUE,562.5,2,r,v,3,,
x09,VDACtest,129,r,TRUE,623.5,2,r,v,5,,
x09,VDACtest,130,r,TRUE,622.4,1,g,h,3,,
x09,VDACtest,131,r,TRUE,610.1,1,g,h,5,,
x09,VDACtest,132,r,TRUE,744,2,r,v,0,,
x09,VDACtest,133,r,TRUE,777.5,1,g,v,1,,
x09,VDACtest,134,r,FALSE,538.6,2,r,h,5,,
x09,VDACtest,135,r,TRUE,545.2,2,r,h,4,,
x09,VDACtest,136,r,TRUE,552.3,2,r,v,4,,
x09,VDACtest,137,r,TRUE,449.8,1,g,h,1,,
x09,VDACtest,138,r,TRUE,522.3,1,g,v,2,,
x09,VDACtest,139,r,TRUE,603.2,1,g,v,3,,
x09,VDACtest,140,r,TRUE,522.1,1,g,v,4,,
x09,VDACtest,141,r,TRUE,489.1,1,g,h,4,,
x09,VDACtest,142,r,TRUE,545.2,2,r,v,5,,
x09,VDACtest,143,r,FALSE,522.3,1,g,v,2,,
x09,VDACtest,144,r,TRUE,649.1,2,r,h,0,,
x09,VDACtest,145,r,TRUE,810.3,2,r,v,2,,
x09,VDACtest,146,r,TRUE,602.1,1,g,h,3,,
x09,VDACtest,147,r,TRUE,504.7,1,g,h,5,,
x09,VDACtest,148,r,TRUE,609.4,1,g,h,1,,
x09,VDACtest,149,r,TRUE,548.1,1,g,h,0,,
x09,VDACtest,150,r,TRUE,601.7,2,r,h,4,,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk
x09,VDACtest,151,r,TRUE,787.4,1,g,v,4,,
x09,VDACtest,152,r,TRUE,522.5,2,r,v,2,,
x09,VDACtest,153,r,TRUE,599.9,2,r,v,4,,
x09,VDACtest,154,r,TRUE,482.4,2,r,v,2,,
x09,VDACtest,155,r,TRUE,351.6,2,r,v,2,,
x09,VDACtest,156,r,TRUE,487.9,1,g,v,5,,
x09,VDACtest,157,r,FALSE,409.5,1,g,h,1,,
x09,VDACtest,158,r,TRUE,512.4,1,g,h,0,,
x09,VDACtest,159,r,FALSE,562,2,r,h,5,,
x09,VDACtest,160,r,FALSE,536.7,2,r,v,2,,
x09,VDACtest,161,r,TRUE,560.1,1,g,h,1,,
x09,VDACtest,162,r,TRUE,559.6,2,r,h,0,,
x09,VDACtest,163,r,TRUE,443.7,2,r,h,1,,
x09,VDACtest,164,r,TRUE,649.6,1,g,v,4,,
x09,VDACtest,165,r,TRUE,402.2,1,g,h,3,,
x09,VDACtest,166,r,FALSE,465.4,1,g,v,2,,
x09,VDACtest,167,r,FALSE,568.2,1,g,h,5,,
x09,VDACtest,168,r,TRUE,537.1,1,g,v,0,,
x09,VDACtest,169,r,TRUE,433.8,1,g,v,1,,
x09,VDACtest,170,r,TRUE,453.9,1,g,v,3,,
x09,VDACtest,171,r,TRUE,434.5,2,r,h,5,,
x09,VDACtest,172,r,TRUE,617.4,1,g,v,1,,
x09,VDACtest,173,r,TRUE,401.4,2,r,v,1,,
x09,VDACtest,174,r,TRUE,506,1,g,v,0,,
x09,VDACtest,175,r,TRUE,377.2,1,g,v,0,,
x09,VDACtest,176,r,FALSE,544.3,2,r,h,2,,
x09,VDACtest,177,r,TRUE,456.1,2,r,v,3,,
x09,VDACtest,178,r,TRUE,522.3,2,r,h,4,,
x09,VDACtest,179,r,TRUE,516.7,2,r,v,3,,
x09,VDACtest,180,r,TRUE,413.8,1,g,v,5,,
x09,VDACtest,181,r,TRUE,475,2,r,h,3,,
x09,VDACtest,182,r,TRUE,513,2,r,v,4,,
x09,VDACtest,183,r,TRUE,465.8,2,r,h,3,,
x09,VDACtest,184,r,TRUE,790.4,1,g,h,1,,
x09,VDACtest,185,r,TRUE,719.8,1,g,h,1,,
x09,VDACtest,186,r,TRUE,648.8,2,r,v,4,,
x09,VDACtest,187,r,FALSE,529.5,2,r,v,1,,
x09,VDACtest,188,r,TRUE,529.4,1,g,h,0,,
x09,VDACtest,189,r,TRUE,490.7,2,r,h,1,,
x09,VDACtest,190,r,TRUE,727.7,2,r,h,3,,
x09,VDACtest,191,r,TRUE,466.2,2,r,h,0,,
x09,VDACtest,192,r,TRUE,537.3,2,r,h,2,,
x09,VDACtest,193,r,TRUE,482.7,2,r,v,5,,
x09,VDACtest,194,r,TRUE,510.2,2,r,h,4,,
x09,VDACtest,195,r,TRUE,593.1,1,g,v,2,,
x09,VDACtest,196,r,TRUE,487.4,1,g,h,4,,
x09,VDACtest,197,r,TRUE,624.9,2,r,h,1,,
x09,VDACtest,198,r,TRUE,385.4,1,g,h,2,,
x09,VDACtest,199,r,TRUE,521.5,2,r,h,5,,
x09,VDACtest,200,r,TRUE,424.2,2,r,h,2,,
x09,RSVPtrain,0,r,TRUE,812.2,1,g,,1,0,1
x09,RSVPtrain,0,r,TRUE,1582.5,0,b,,1,3,0
x09,RSVPtrain,0,r,FALSE,878.3,2,r,,3,2,1
x09,RSVPtrain,0,r,TRUE,539.5,0,b,,3,3,0
x09,RSVPtrain,0,r,FALSE,536,2,r,,0,0,2
x09,RSVPtrain,0,r,TRUE,510.5,1,g,,3,1,1
x09,RSVPtrain,0,r,FALSE,676.4,2,r,,1,1,2
x09,RSVPtrain,0,r,FALSE,542.5,1,g,,3,0,1
x09,RSVPtrain,0,r,TRUE,475.9,0,b,,0,3,0
x09,RSVPtrain,0,r,TRUE,470.4,1,g,,2,2,2
x09,RSVPtest,1,r,TRUE,454.7,1,g,,1,2,1
x09,RSVPtest,2,r,TRUE,500.4,1,g,,3,1,1
x09,RSVPtest,3,r,TRUE,684.7,2,r,,3,0,1
x09,RSVPtest,4,r,TRUE,540.3,2,r,,3,1,1
x09,RSVPtest,5,r,FALSE,659.4,1,g,,0,1,1
x09,RSVPtest,6,r,TRUE,489.6,1,g,,2,0,1
x09,RSVPtest,7,r,TRUE,413,2,r,,2,0,1
x09,RSVPtest,8,r,TRUE,501.2,1,g,,2,2,2
x09,RSVPtest,9,r,TRUE,415.7,2,r,,3,1,1
x09,RSVPtest,10,r,FALSE,738.2,2,r,,1,0,1
x09,RSVPtest,11,r,FALSE,510.3,2,r,,1,2,1
x09,RSVPtest,12,r,TRUE,467.7,0,b,,3,3,0
x09,RSVPtest,13,r,TRUE,484.5,1,g,,0,1,1
x09,RSVPtest,14,r,TRUE,595.8,0,b,,0,3,0
x09,RSVPtest,15,r,TRUE,484.5,1,g,,2,1,1
x09,RSVPtest,16,r,TRUE,491.3,0,b,,2,3,0
x09,RSVPtest,17,r,TRUE,618.8,2,r,,3,2,1
x09,RSVPtest,18,r,TRUE,554,1,g,,3,0,1
x09,RSVPtest,19,r,TRUE,490.9,1,g,,3,2,1
x09,RSVPtest,20,r,FALSE,456.5,1,g,,2,2,2
x09,RSVPtest,21,r,TRUE,916,2,r,,0,0,2
x09,RSVPtest,22,r,FALSE,425.8,2,r,,3,0,1
x09,RSVPtest,23,r,TRUE,460.3,2,r,,1,1,2
x09,RSVPtest,24,r,TRUE,537.2,0,b,,2,3,0
x09,RSVPtest,25,r,TRUE,580.1,2,r,,2,1,1
x09,RSVPtest,26,r,TRUE,453.1,1,g,,1,0,1
x09,RSVPtest,27,r,TRUE,698.1,2,r,,3,2,1
x09,RSVPtest,28,r,FALSE,580.8,1,g,,2,1,1
x09,RSVPtest,29,r,TRUE,620.6,2,r,,3,1,1
x09,RSVPtest,30,r,TRUE,627.7,1,g,,0,0,2
x09,RSVPtest,31,r,TRUE,765.2,2,r,,2,1,1
x09,RSVPtest,32,r,TRUE,564.3,1,g,,2,1,1
x09,RSVPtest,33,r,FALSE,664.3,2,r,,3,1,1
x09,RSVPtest,34,r,FALSE,786,1,g,,2,2,2
x09,RSVPtest,35,r,TRUE,701.4,2,r,,2,0,1
x09,RSVPtest,36,r,TRUE,443,0,b,,3,3,0
x09,RSVPtest,37,r,FALSE,773,2,r,,3,1,1
x09,RSVPtest,38,r,TRUE,475,1,g,,2,0,1
x09,RSVPtest,39,r,TRUE,613.2,0,b,,3,3,0
x09,RSVPtest,40,r,TRUE,716.3,1,g,,3,2,1
x09,RSVPtest,41,r,FALSE,596,1,g,,3,1,1
x09,RSVPtest,42,r,TRUE,579.4,1,g,,0,0,2
x09,RSVPtest,43,r,FALSE,595.2,0,b,,1,3,0
x09,RSVPtest,44,r,FALSE,733.5,0,b,,3,3,0
x09,RSVPtest,45,r,TRUE,646.3,1,g,,0,2,1
x09,RSVPtest,46,r,FALSE,868.9,0,b,,3,3,0
x09,RSVPtest,47,r,TRUE,627.2,1,g,,3,0,1
x09,RSVPtest,48,r,TRUE,603.9,0,b,,1,3,0
x09,RSVPtest,49,r,FALSE,793.3,2,r,,0,1,1
x09,RSVPtest,50,r,TRUE,611.6,2,r,,3,2,1
x09,RSVPtest,51,r,TRUE,563.7,0,b,,3,3,0
x09,RSVPtest,52,r,TRUE,604,2,r,,1,2,1
x09,RSVPtest,53,r,TRUE,1540.9,0,b,,1,3,0
x09,RSVPtest,54,r,TRUE,804.2,0,b,,3,3,0
x09,RSVPtest,55,r,TRUE,679.4,0,b,,3,3,0
x09,RSVPtest,56,r,TRUE,547,0,b,,3,3,0
x09,RSVPtest,57,r,FALSE,706.1,2,r,,1,2,1
x09,RSVPtest,58,r,TRUE,667,2,r,,2,2,2
x09,RSVPtest,59,r,FALSE,555.2,2,r,,3,2,1
x09,RSVPtest,60,r,TRUE,671.1,2,r,,2,0,1
