subID,trialType,trialNum,cntBalance,correct,rt,rwdType,tgtCol,tgtDir,tgtPos,colPos,colMatch
a0v,RSVPtest,154,r,FALSE,1757.5,0,b,,3,3,0
a0v,RSVPtest,155,r,TRUE,701.4,1,g,,1,0,1
a0v,RSVPtest,156,r,TRUE,756.4,1,g,,2,0,1
a0v,RSVPtest,157,r,FALSE,1228,2,r,,3,2,1
a0v,RSVPtest,158,r,TRUE,717.5,2,r,,3,1,1
a0v,RSVPtest,159,r,TRUE,717.5,0,b,,3,3,0
a0v,RSVPtest,160,r,TRUE,604.8,1,g,,3,0,1
a0v,RSVPtest,161,r,FALSE,677.7,1,g,,0,0,2
a0v,RSVPtest,162,r,FALSE,686.9,0,b,,0,3,0
a0v,RSVPtest,163,r,TRUE,674.9,2,r,,3,2,1
a0v,RSVPtest,164,r,TRUE,619.3,2,r,,3,0,1
a0v,RSVPtest,165,r,TRUE,886.8,2,r,,3,0,1
a0v,RSVPtest,166,r,FALSE,740.9,1,g,,1,1,2
a0v,RSVPtest,167,r,FALSE,542.4,2,r,,2,0,1
a0v,RSVPtest,168,r,TRUE,500,1,g,,3,2,1
a0v,RSVPtest,169,r,FALSE,595.6,2,r,,0,1,1
a0v,RSVPtest,170,r,TRUE,716.6,1,g,,0,0,2
a0v,RSVPtest,171,r,FALSE,740.4,0,b,,1,3,0
a0v,RSVPtest,172,r,TRUE,628.8,1,g,,3,2,1
a0v,RSVPtest,173,r,TRUE,552,0,b,,3,3,0
a0v,RSVPtest,174,r,FALSE,607.8,2,r,,0,0,2
a0v,RSVPtest,175,r,FALSE,2126.2,1,g,,0,1,1
a0v,RSVPtest,176,r,TRUE,575.7,1,g,,3,1,1
a0v,RSVPtest,177,r,TRUE,611.1,1,g,,3,0,1
a0v,RSVPtest,178,r,TRUE,567,0,b,,3,3,0
a0v,RSVPtest,179,r,FALSE,804,1,g,,1,2,1
a0v,RSVPtest,180,r,FALSE,679,0,b,,1,3,0
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk
a0v,RSVPtest,181,r,FALSE,989.2,1,g,,1,2,1
a0v,RSVPtest,182,r,TRUE,573.8,1,g,,3,0,1
a0v,RSVPtest,183,r,TRUE,732,0,b,,0,3,0
a0v,RSVPtest,184,r,null,null,0,b,,3,3,0
a0v,RSVPtest,185,r,TRUE,789.9,1,g,,0,0,2
a0v,RSVPtest,186,r,TRUE,652.9,2,r,,3,0,1
a0v,RSVPtest,187,r,TRUE,574,2,r,,3,1,1
a0v,RSVPtest,188,r,TRUE,654.8,1,g,,1,1,2
a0v,RSVPtest,189,r,null,null,1,g,,1,2,1
a0v,RSVPtest,190,r,TRUE,630.1,1,g,,3,1,1
a0v,RSVPtest,191,r,FALSE,678.3,1,g,,2,2,2
a0v,RSVPtest,192,r,FALSE,668.9,2,r,,1,0,1
a0v,RSVPtest,193,r,TRUE,347.6,0,b,,0,3,0
a0v,RSVPtest,194,r,null,null,1,g,,2,1,1
a0v,RSVPtest,195,r,TRUE,718.9,0,b,,0,3,0
a0v,RSVPtest,196,r,TRUE,605.3,1,g,,3,0,1
a0v,RSVPtest,197,r,TRUE,588.6,0,b,,2,3,0
a0v,RSVPtest,198,r,FALSE,958.9,2,r,,3,0,1
a0v,RSVPtest,199,r,TRUE,876,0,b,,2,3,0
a0v,RSVPtest,200,r,TRUE,1101.4,0,b,,0,3,0
a0v,RSVPtest,201,r,null,null,0,b,,2,3,0
a0v,RSVPtest,202,r,TRUE,718.4,1,g,,2,2,2
a0v,RSVPtest,203,r,TRUE,729.2,1,g,,3,2,1
a0v,RSVPtest,204,r,TRUE,1788.9,1,g,,0,2,1
a0v,RSVPtest,205,r,TRUE,1044.5,0,b,,2,3,0
a0v,RSVPtest,206,r,TRUE,782.5,0,b,,0,3,0
a0v,RSVPtest,207,r,TRUE,2104,0,b,,1,3,0
a0v,RSVPtest,208,r,TRUE,734.2,1,g,,3,0,1
a0v,RSVPtest,209,r,TRUE,772.7,2,r,,0,1,1
a0v,RSVPtest,210,r,TRUE,916.7,2,r,,1,1,2
a0v,RSVPtest,211,r,FALSE,493.3,2,r,,3,2,1
a0v,RSVPtest,212,r,FALSE,1111.1,2,r,,2,1,1
a0v,RSVPtest,213,r,FALSE,2225.7,1,g,,3,0,1
a0v,RSVPtest,214,r,TRUE,670.8,0,b,,3,3,0
a0v,RSVPtest,215,r,null,null,0,b,,1,3,0
a0v,RSVPtest,216,r,null,null,1,g,,2,0,1
a0v,RSVPtest,217,r,TRUE,774.2,1,g,,1,0,1
a0v,RSVPtest,218,r,TRUE,874.8,1,g,,2,1,1
a0v,RSVPtest,219,r,null,null,2,r,,3,0,1
a0v,RSVPtest,220,r,null,null,0,b,,3,3,0
a0v,RSVPtest,221,r,null,null,0,b,,3,3,0
a0v,RSVPtest,222,r,FALSE,699.9,2,r,,0,1,1
a0v,RSVPtest,223,r,null,null,0,b,,1,3,0
a0v,RSVPtest,224,r,TRUE,768.5,1,g,,3,0,1
a0v,RSVPtest,225,r,TRUE,899.6,1,g,,2,2,2
a0v,RSVPtest,226,r,TRUE,611.6,0,b,,3,3,0
a0v,RSVPtest,227,r,TRUE,1105.4,1,g,,3,0,1
a0v,RSVPtest,228,r,null,null,2,r,,1,1,2
a0v,RSVPtest,229,r,TRUE,712.6,1,g,,3,0,1
a0v,RSVPtest,230,r,null,null,1,g,,1,0,1
a0v,RSVPtest,231,r,null,null,2,r,,2,2,2
a0v,RSVPtest,232,r,TRUE,746,0,b,,1,3,0
a0v,RSVPtest,233,r,TRUE,1733.3,2,r,,3,1,1
a0v,RSVPtest,234,r,null,null,1,g,,3,1,1
a0v,RSVPtest,235,r,TRUE,792.8,2,r,,1,2,1
a0v,RSVPtest,236,r,TRUE,507.4,1,g,,1,1,2
a0v,RSVPtest,237,r,null,null,1,g,,3,1,1
a0v,RSVPtest,238,r,TRUE,540.9,0,b,,2,3,0
a0v,RSVPtest,239,r,TRUE,1828.3,2,r,,0,1,1
a0v,RSVPtest,240,r,TRUE,540.1,1,g,,2,0,1
subID,trialType,trialNum,cntBalance,correct,rt,rwdType,tgtCol,tgtDir,tgtPos,colPos,colMatch
yz3,VDACtrain,0,r,null,null,1,g,h,3,,
yz3,VDACtrain,0,r,TRUE,707.2,1,g,v,0,,
yz3,VDACtrain,0,r,FALSE,703.7,2,r,v,4,,
yz3,VDACtrain,0,r,FALSE,558.3,1,g,h,5,,
yz3,VDACtrain,0,r,TRUE,599,2,r,v,3,,
yz3,VDACtrain,0,r,null,null,2,r,h,1,,
yz3,VDACtrain,0,r,TRUE,886,2,r,h,0,,
yz3,VDACtrain,0,r,TRUE,528,2,r,h,2,,
yz3,VDACtrain,0,r,TRUE,429.6,1,g,v,5,,
yz3,VDACtrain,0,r,FALSE,550.5,1,g,v,2,,
yz3,VDACtest,1,r,FALSE,577.8,2,r,h,5,,
yz3,VDACtest,2,r,TRUE,710.3,2,r,h,2,,
yz3,VDACtest,3,r,TRUE,637.4,2,r,h,5,,
yz3,VDACtest,4,r,TRUE,541.6,1,g,h,2,,
yz3,VDACtest,5,r,FALSE,535.7,2,r,h,3,,
yz3,VDACtest,6,r,TRUE,557.2,1,g,h,1,,
yz3,VDACtest,7,r,TRUE,389.3,2,r,h,3,,
yz3,VDACtest,8,r,FALSE,415.7,2,r,v,0,,
yz3,VDACtest,9,r,TRUE,443.1,2,r,h,3,,
yz3,VDACtest,10,r,FALSE,614.6,2,r,v,4,,
yz3,VDACtest,11,r,TRUE,591.4,2,r,v,2,,
yz3,VDACtest,12,r,TRUE,631.7,1,g,v,3,,
yz3,VDACtest,13,r,TRUE,534.2,1,g,h,0,,
yz3,VDACtest,14,r,FALSE,558.1,2,r,h,1,,
yz3,VDACtest,15,r,TRUE,431.2,1,g,v,0,,
yz3,VDACtest,16,r,TRUE,415.7,1,g,v,1,,
yz3,VDACtest,17,r,TRUE,599.2,2,r,v,1,,
yz3,VDACtest,18,r,FALSE,399.8,2,r,h,2,,
yz3,VDACtest,19,r,FALSE,454.9,1,g,v,2,,
yz3,VDACtest,20,r,TRUE,599.1,1,g,h,5,,
yz3,VDACtest,21,r,TRUE,439.2,1,g,v,1,,
yz3,VDACtest,22,r,FALSE,774.9,2,r,v,0,,
yz3,VDACtest,23,r,FALSE,703.1,1,g,v,4,,
yz3,VDACtest,24,r,TRUE,647.7,1,g,v,1,,
yz3,VDACtest,25,r,TRUE,678.1,2,r,h,4,,
yz3,VDACtest,26,r,TRUE,615.2,2,r,h,3,,
yz3,VDACtest,27,r,FALSE,656.1,2,r,v,5,,
yz3,VDACtest,28,r,TRUE,493.9,1,g,v,0,,
yz3,VDACtest,29,r,TRUE,559.7,1,g,v,5,,
yz3,VDACtest,30,r,TRUE,640.1,2,r,v,0,,
yz3,VDACtest,31,r,TRUE,463.1,2,r,v,5,,
yz3,VDACtest,32,r,FALSE,615.1,1,g,v,2,,
yz3,VDACtest,33,r,TRUE,878.6,2,r,h,5,,
yz3,VDACtest,34,r,TRUE,814.7,2,r,v,4,,
yz3,VDACtest,35,r,TRUE,558.8,1,g,h,2,,
yz3,VDACtest,36,r,FALSE,574.9,2,r,h,1,,
yz3,VDACtest,37,r,FALSE,607.2,1,g,h,0,,
yz3,VDACtest,38,r,TRUE,759.3,2,r,h,2,,
yz3,VDACtest,39,r,FALSE,655.2,1,g,h,5,,
yz3,VDACtest,40,r,TRUE,694.9,2,r,v,5,,
yz3,VDACtest,41,r,TRUE,717.2,2,r,h,3,,
yz3,VDACtest,42,r,FALSE,815.6,1,g,h,1,,
yz3,VDACtest,43,r,TRUE,541.2,1,g,h,1,,
yz3,VDACtest,44,r,TRUE,551.7,1,g,h,0,,
yz3,VDACtest,45,r,TRUE,581.8,2,r,v,5,,
yz3,VDACtest,46,r,FALSE,573.7,1,g,h,0,,
yz3,VDACtest,47,r,TRUE,679.2,1,g,h,5,,
yz3,VDACtest,48,r,TRUE,584,1,g,v,5,,
yz3,VDACtest,49,r,FALSE,646.9,2,r,v,3,,
yz3,VDACtest,50,r,null,null,1,g,v,1,,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk
yz3,VDACtest,51,r,TRUE,831.8,1,g,v,3,,
yz3,VDACtest,52,r,TRUE,757.3,2,r,h,0,,
yz3,VDACtest,53,r,TRUE,654.9,1,g,h,1,,
yz3,VDACtest,54,r,TRUE,686.5,1,g,h,3,,
yz3,VDACtest,55,r,TRUE,470.7,1,g,h,2,,
yz3,VDACtest,56,r,FALSE,726.4,2,r,v,4,,
yz3,VDACtest,57,r,TRUE,718.4,1,g,v,1,,
yz3,VDACtest,58,r,TRUE,573.5,1,g,v,1,,
yz3,VDACtest,59,r,TRUE,693.8,2,r,h,2,,
yz3,VDACtest,60,r,FALSE,638.1,2,r,v,3,,
yz3,VDACtest,61,r,FALSE,717.6,2,r,v,2,,
yz3,VDACtest,62,r,TRUE,550.3,1,g,h,3,,
yz3,VDACtest,63,r,TRUE,743.5,2,r,v,4,,
yz3,VDACtest,64,r,TRUE,476.5,1,g,h,4,,
yz3,VDACtest,65,r,FALSE,854,1,g,v,1,,
yz3,VDACtest,66,r,TRUE,694.9,1,g,v,5,,
yz3,VDACtest,67,r,TRUE,637.4,1,g,v,2,,
yz3,VDACtest,68,r,TRUE,765.2,2,r,h,1,,
yz3,VDACtest,69,r,FALSE,838.6,2,r,h,4,,
yz3,VDACtest,70,r,FALSE,599.1,1,g,v,3,,
yz3,VDACtest,71,r,TRUE,583.4,1,g,v,5,,
yz3,VDACtest,72,r,TRUE,758.4,1,g,v,4,,
yz3,VDACtest,73,r,TRUE,734,1,g,h,5,,
yz3,VDACtest,74,r,TRUE,735.7,2,r,h,4,,
yz3,VDACtest,75,r,TRUE,654.5,2,r,v,1,,
yz3,VDACtest,76,r,TRUE,590.2,1,g,h,1,,
yz3,VDACtest,77,r,TRUE,712.5,1,g,h,5,,
yz3,VDACtest,78,r,FALSE,519,1,g,v,3,,
yz3,VDACtest,79,r,TRUE,543,1,g,v,5,,
yz3,VDACtest,80,r,FALSE,791.2,2,r,v,4,,
yz3,VDACtest,81,r,TRUE,920.7,2,r,v,3,,
yz3,VDACtest,82,r,TRUE,661.3,1,g,h,0,,
yz3,VDACtest,83,r,TRUE,791.3,1,g,v,4,,
yz3,VDACtest,84,r,TRUE,607.6,1,g,h,3,,
yz3,VDACtest,85,r,FALSE,765.5,2,r,h,4,,
yz3,VDACtest,86,r,TRUE,662,2,r,h,4,,
yz3,VDACtest,87,r,TRUE,734.3,2,r,v,0,,
yz3,VDACtest,88,r,TRUE,622.3,2,r,h,4,,
yz3,VDACtest,89,r,TRUE,583.3,2,r,h,3,,
yz3,VDACtest,90,r,FALSE,855.4,2,r,v,1,,
yz3,VDACtest,91,r,TRUE,534.4,2,r,v,0,,
yz3,VDACtest,92,r,TRUE,846,2,r,h,1,,
yz3,VDACtest,93,r,TRUE,647.5,2,r,h,0,,
yz3,VDACtest,94,r,TRUE,759.4,1,g,h,1,,
yz3,VDACtest,95,r,TRUE,663.1,1,g,v,2,,
yz3,VDACtest,96,r,TRUE,702.7,1,g,v,4,,
yz3,VDACtest,97,r,TRUE,759.2,2,r,h,0,,
yz3,VDACtest,98,r,TRUE,727.2,1,g,h,2,,
yz3,VDACtest,99,r,TRUE,751.1,1,g,v,3,,
yz3,VDACtest,100,r,TRUE,847.2,2,r,v,0,,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk
yz3,VDACtest,101,r,TRUE,823.2,1,g,h,4,,
yz3,VDACtest,102,r,TRUE,557.3,2,r,v,3,,
yz3,VDACtest,103,r,TRUE,663.5,1,g,v,1,,
yz3,VDACtest,104,r,TRUE,710.8,2,r,v,0,,
yz3,VDACtest,105,r,TRUE,758.9,2,r,h,4,,
yz3,VDACtest,106,r,TRUE,583.3,1,g,v,4,,
yz3,VDACtest,107,r,FALSE,798.8,2,r,v,3,,
yz3,VDACtest,108,r,TRUE,446.2,1,g,v,4,,
yz3,VDACtest,109,r,TRUE,511.3,2,r,h,3,,
yz3,VDACtest,110,r,TRUE,768.2,1,g,v,2,,
yz3,VDACtest,111,r,null,null,2,r,v,5,,
yz3,VDACtest,112,r,TRUE,509.6,2,r,v,4,,
yz3,VDACtest,113,r,FALSE,590.7,1,g,h,2,,
yz3,VDACtest,114,r,TRUE,621.8,1,g,v,2,,
yz3,VDACtest,115,r,TRUE,567.6,2,r,v,1,,
yz3,VDACtest,116,r,TRUE,447.6,1,g,h,4,,
yz3,VDACtest,117,r,TRUE,558.6,2,r,v,3,,
yz3,VDACtest,118,r,TRUE,743.5,1,g,v,5,,
yz3,VDACtest,119,r,TRUE,607.9,1,g,h,4,,
yz3,VDACtest,120,r,TRUE,767.1,2,r,v,1,,
yz3,VDACtest,121,r,FALSE,543.5,1,g,v,3,,
yz3,VDACtest,122,r,TRUE,855.1,1,g,v,0,,
yz3,VDACtest,123,r,TRUE,606.4,2,r,h,1,,
yz3,VDACtest,124,r,TRUE,574.8,1,g,h,0,,
yz3,VDACtest,125,r,TRUE,855.5,1,g,h,2,,
yz3,VDACtest,126,r,TRUE,574.6,1,g,h,3,,
yz3,VDACtest,127,r,TRUE,782.4,1,g,h,4,,
yz3,VDACtest,128,r,TRUE,639.7,1,g,v,2,,
yz3,VDACtest,129,r,TRUE,734.9,2,r,v,1,,
yz3,VDACtest,130,r,FALSE,622.4,2,r,v,2,,
yz3,VDACtest,131,r,FALSE,885.7,2,r,v,0,,
yz3,VDACtest,132,r,TRUE,534.1,1,g,v,4,,
yz3,VDACtest,133,r,TRUE,517.4,1,g,v,3,,
yz3,VDACtest,134,r,TRUE,607.6,1,g,h,2,,
yz3,VDACtest,135,r,TRUE,596.7,2,r,v,3,,
yz3,VDACtest,136,r,TRUE,694.4,1,g,h,5,,
yz3,VDACtest,137,r,TRUE,591.1,1,g,v,5,,
yz3,VDACtest,138,r,TRUE,719,2,r,v,4,,
yz3,VDACtest,139,r,TRUE,517.1,2,r,h,5,,
yz3,VDACtest,140,r,TRUE,783.6,1,g,h,1,,
yz3,VDACtest,141,r,TRUE,862.7,2,r,h,2,,
yz3,VDACtest,142,r,TRUE,772.5,2,r,h,0,,
yz3,VDACtest,143,r,TRUE,717.8,2,r,h,5,,
yz3,VDACtest,144,r,TRUE,582.3,2,r,h,2,,
yz3,VDACtest,145,r,TRUE,805.3,2,r,h,1,,
yz3,VDACtest,146,r,TRUE,573.4,2,r,h,1,,
yz3,VDACtest,147,r,TRUE,711.6,2,r,v,1,,
yz3,VDACtest,148,r,TRUE,725.2,1,g,v,0,,
yz3,VDACtest,149,r,TRUE,669.2,1,g,h,0,,
yz3,VDACtest,150,r,TRUE,693.9,1,g,h,4,,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk
yz3,VDACtest,151,r,TRUE,995.4,2,r,h,0,,
yz3,VDACtest,152,r,TRUE,773.8,2,r,v,2,,
yz3,VDACtest,153,r,FALSE,766.7,1,g,v,4,,
yz3,VDACtest,154,r,TRUE,693.5,2,r,v,3,,
yz3,VDACtest,155,r,TRUE,557,1,g,v,3,,
yz3,VDACtest,156,r,TRUE,605.8,1,g,h,3,,
yz3,VDACtest,157,r,TRUE,486.4,1,g,h,3,,
yz3,VDACtest,158,r,TRUE,877.9,1,g,h,5,,
yz3,VDACtest,159,r,TRUE,879.2,2,r,h,0,,
yz3,VDACtest,160,r,null,null,1,g,h,4,,
yz3,VDACtest,161,r,TRUE,762.1,2,r,v,2,,
yz3,VDACtest,162,r,TRUE,550.6,1,g,v,2,,
yz3,VDACtest,163,r,TRUE,693.5,2,r,h,4,,
yz3,VDACtest,164,r,FALSE,654.9,2,r,h,5,,
yz3,VDACtest,165,r,TRUE,503.6,1,g,v,5,,
yz3,VDACtest,166,r,FALSE,614.5,1,g,v,1,,
yz3,VDACtest,167,r,TRUE,860.4,2,r,h,0,,
yz3,VDACtest,168,r,TRUE,812.8,2,r,h,5,,
yz3,VDACtest,169,r,TRUE,710.5,2,r,v,2,,
yz3,VDACtest,170,r,TRUE,829.3,2,r,h,4,,
yz3,VDACtest,171,r,TRUE,766,2,r,h,1,,
yz3,VDACtest,172,r,TRUE,717.1,1,g,h,2,,
yz3,VDACtest,173,r,TRUE,541.3,1,g,h,3,,
yz3,VDACtest,174,r,TRUE,949.5,1,g,h,0,,
yz3,VDACtest,175,r,TRUE,607.5,1,g,h,5,,
yz3,VDACtest,176,r,TRUE,911.5,2,r,h,5,,
yz3,VDACtest,177,r,TRUE,606.6,1,g,v,0,,
yz3,VDACtest,178,r,TRUE,663.3,2,r,h,2,,
yz3,VDACtest,179,r,TRUE,655.3,2,r,v,1,,
yz3,VDACtest,180,r,TRUE,589.7,1,g,h,4,,
yz3,VDACtest,181,r,TRUE,528.6,1,g,h,4,,
yz3,VDACtest,182,r,TRUE,639.6,2,r,v,1,,
yz3,VDACtest,183,r,TRUE,654.2,1,g,v,0,,
yz3,VDACtest,184,r,TRUE,501,1,g,v,4,,
yz3,VDACtest,185,r,TRUE,679.4,1,g,h,1,,
yz3,VDACtest,186,r,null,null,2,r,v,5,,
yz3,VDACtest,187,r,TRUE,507,2,r,h,0,,
yz3,VDACtest,188,r,TRUE,542.8,1,g,v,0,,
yz3,VDACtest,189,r,FALSE,710.1,2,r,v,4,,
yz3,VDACtest,190,r,TRUE,597.6,2,r,h,3,,
yz3,VDACtest,191,r,TRUE,438.5,1,g,v,0,,
yz3,VDACtest,192,r,TRUE,727.3,2,r,v,2,,
yz3,VDACtest,193,r,null,null,1,g,h,3,,
yz3,VDACtest,194,r,TRUE,692.7,2,r,h,1,,
yz3,VDACtest,195,r,TRUE,703.2,2,r,v,5,,
yz3,VDACtest,196,r,TRUE,575.7,2,r,v,2,,
yz3,VDACtest,197,r,TRUE,446.5,2,r,h,2,,
yz3,VDACtest,198,r,FALSE,596.2,1,g,h,1,,
yz3,VDACtest,199,r,TRUE,855.3,2,r,v,4,,
yz3,VDACtest,200,r,TRUE,742.6,2,r,v,5,,
yz3,RSVPtrain,0,r,FALSE,944.5,0,b,,3,3,0
yz3,RSVPtrain,0,r,TRUE,1905.2,1,g,,2,2,2
yz3,RSVPtrain,0,r,TRUE,862.8,0,b,,0,3,0
yz3,RSVPtrain,0,r,TRUE,593.8,1,g,,3,0,1
yz3,RSVPtrain,0,r,TRUE,1585.4,0,b,,1,3,0
yz3,RSVPtrain,0,r,TRUE,834,2,r,,0,0,2
yz3,RSVPtrain,0,r,TRUE,814.9,2,r,,3,2,1
yz3,RSVPtrain,0,r,TRUE,1384.8,1,g,,3,1,1
yz3,RSVPtrain,0,r,TRUE,799.4,2,r,,1,1,2
yz3,RSVPtrain,0,r,TRUE,754.9,1,g,,1,0,1
yz3,RSVPtest,1,r,TRUE,1843,2,r,,3,0,1
yz3,RSVPtest,2,r,FALSE,991.5,2,r,,3,2,1
yz3,RSVPtest,3,r,TRUE,768.4,2,r,,2,1,1
yz3,RSVPtest,4,r,TRUE,1016.7,0,b,,0,3,0
yz3,RSVPtest,5,r,TRUE,634.3,1,g,,1,0,1
yz3,RSVPtest,6,r,TRUE,904.5,2,r,,0,0,2
yz3,RSVPtest,7,r,TRUE,665.6,2,r,,0,0,2
yz3,RSVPtest,8,r,TRUE,1073.5,0,b,,2,3,0
yz3,RSVPtest,9,r,TRUE,1160.6,2,r,,0,1,1
yz3,RSVPtest,10,r,FALSE,890.5,0,b,,3,3,0
